Sentence,Label,target_hue_sin,target_hue_cos,target_r,target_g,target_b,target_color_cat
Elena wrapped the light-sensitive sample in foil that was green,03_green,0.8660254037844387,-0.4999999999999998,0.0,0.5,0.0,1
Raj selected the filter for the fluorescence measurement that was yellow,02_yellow,0.8660254037844386,0.5000000000000001,1.0,1.0,0.0,1
Bob sorted the slides by condition into trays that were yellow,02_yellow,0.8660254037844386,0.5000000000000001,1.0,1.0,0.0,1
Dr. Smith described the crystalline precipitate as green,03_green,0.8660254037844387,-0.4999999999999998,0.0,0.5,0.0,1
Prof. Wang described the crystalline precipitate as yellow,02_yellow,0.8660254037844386,0.5000000000000001,1.0,1.0,0.0,1
The hazard placard background for this chemical class is orange,01_orange,0.49999999999999994,0.8660254037844387,1.0,0.65,0.0,0
"At its center, Prof. Wang noted the fungal colony was red",00_red,0.0,1.0,1.0,0.0,0.0,0
Amara selected the filter for the fluorescence measurement that was yellow,02_yellow,0.8660254037844386,0.5000000000000001,1.0,1.0,0.0,1
Dr. Chen marked the control wells with ink that was blue,04_blue,-0.8660254037844384,-0.5000000000000004,0.0,0.0,1.0,2
Dr. Smith marked the control wells with ink that was yellow,02_yellow,0.8660254037844386,0.5000000000000001,1.0,1.0,0.0,1
Liam wrapped the light-sensitive sample in foil that was yellow,02_yellow,0.8660254037844386,0.5000000000000001,1.0,1.0,0.0,1
the coordinator selected the filter for the fluorescence measurement that was violet,06_violet,-0.9848077530122081,0.17364817766692997,0.56,0.0,1.0,2
Bob selected the filter for the fluorescence measurement that was pink,07_pink,-0.2588190451025207,0.9659258262890683,1.0,0.75,0.8,0
"At its center, the technician noted the fungal colony was green",03_green,0.8660254037844387,-0.4999999999999998,0.0,0.5,0.0,1
Bob wrapped the light-sensitive sample in foil that was pink,07_pink,-0.2588190451025207,0.9659258262890683,1.0,0.75,0.8,0
Maria sorted the slides by condition into trays that were violet,06_violet,-0.9848077530122081,0.17364817766692997,0.56,0.0,1.0,2
Dr. Chen sorted the slides by condition into trays that were orange,01_orange,0.49999999999999994,0.8660254037844387,1.0,0.65,0.0,0
Dr. Chen labeled the sample vial with tape coded orange,01_orange,0.49999999999999994,0.8660254037844387,1.0,0.65,0.0,0
Dr. Patel described the crystalline precipitate as violet,06_violet,-0.9848077530122081,0.17364817766692997,0.56,0.0,1.0,2
"At its center, the nurse noted the fungal colony was yellow",02_yellow,0.8660254037844386,0.5000000000000001,1.0,1.0,0.0,1
the intern highlighted the chart outliers in pink,07_pink,-0.2588190451025207,0.9659258262890683,1.0,0.75,0.8,0
